year,month,방문자 연령,방문자 비율(남성),방문자 비율(여성)
2024,10,70세 이상,3.4,3.1
2024,10,60~69세,10.2,6.5
2024,10,50~59세,12.6,8.3
2024,10,40~49세,11.2,6.5
2024,10,30~39세,10.9,7.4
2024,10,20~29세,9.9,5.6
2024,10,10~19세,2.0,1.7
2024,10,0~9세,0.4,0.5
