year,month,목적지 유형,목적지 검색량
2024,1,전체,487752
2024,1,기타관광,53408
2024,1,쇼핑,75370
2024,1,숙박,19270
2024,1,음식,263640
2024,1,자연관광,2815
2024,1,문화관광,49017
2024,1,역사관광,6822
2024,1,체험관광,1884
2024,1,레저스포츠,15526
