year,month,목적지 유형,목적지 검색량
2024,12,전체,553705
2024,12,기타관광,48034
2024,12,쇼핑,101714
2024,12,숙박,24757
2024,12,음식,293810
2024,12,문화관광,52690
2024,12,역사관광,6028
2024,12,자연관광,1489
2024,12,체험관광,1868
2024,12,레저스포츠,23315
