year,month,목적지 유형,목적지 검색량
2024,5,전체,747173
2024,5,기타관광,76486
2024,5,쇼핑,107302
2024,5,숙박,34291
2024,5,음식,352237
2024,5,자연관광,8723
2024,5,문화관광,84630
2024,5,역사관광,13811
2024,5,체험관광,2420
2024,5,레저스포츠,67273
