year,month,목적지 유형,목적지 검색량
2024,8,전체,774534
2024,8,기타관광,61886
2024,8,쇼핑,91726
2024,8,숙박,29382
2024,8,음식,443370
2024,8,자연관광,6747
2024,8,문화관광,77433
2024,8,역사관광,9457
2024,8,체험관광,1767
2024,8,레저스포츠,52766
