year,month,유형 중분류명,유형 소분류명,중분류 검색건 수(비율),소분류 검색건 수(비율)
2024,7,기타관광,교통시설,7.7,41.0
2024,7,기타관광,기타관광,7.7,59.0
2024,7,레저스포츠,기타레저스포츠,6.9,4.1
2024,7,레저스포츠,수상레저스포츠,6.9,3.2
2024,7,레저스포츠,육상레저스포츠,6.9,92.7
2024,7,문화관광,기타문화관광지,8.4,6.3
2024,7,문화관광,도시/지역문화관광,8.4,0.0
2024,7,문화관광,도시공원,8.4,30.6
2024,7,문화관광,랜드마크관광,8.4,7.8
2024,7,문화관광,복합관광시설,8.4,0.1
2024,7,문화관광,테마공원,8.4,22.8
2024,7,문화관광,레저스포츠시설,8.4,1.7
2024,7,문화관광,공연시설,8.4,21.4
2024,7,문화관광,전시시설,8.4,9.3
2024,7,쇼핑,쇼핑몰,11.3,93.0
2024,7,쇼핑,시장,11.3,5.6
2024,7,쇼핑,기타쇼핑시설,11.3,1.4
2024,7,숙박,기타숙박,3.3,0.1
2024,7,숙박,모텔,3.3,27.1
2024,7,숙박,펜션/민박,3.3,18.2
2024,7,숙박,호스텔,3.3,3.8
2024,7,숙박,호텔,3.3,30.4
2024,7,숙박,캠핑,3.3,20.4
2024,7,역사관광,역사유물,1.0,0.9
2024,7,역사관광,역사유적지,1.0,28.9
2024,7,역사관광,종교성지,1.0,70.3
2024,7,음식,간이음식,60.6,6.7
2024,7,음식,외국식,60.6,6.6
2024,7,음식,음식점기타,60.6,0.2
2024,7,음식,전문음식,60.6,17.8
2024,7,음식,한식,60.6,42.8
2024,7,음식,카페/찻집,60.6,25.8
2024,7,자연관광,자연경관(하천/해양),0.7,25.5
2024,7,자연관광,자연경관(산),0.7,43.4
2024,7,자연관광,자연공원,0.7,31.1
2024,7,체험관광,농/산/어촌체험,0.2,55.5
2024,7,체험관광,웰니스관광,0.2,33.6
2024,7,체험관광,공예체험,0.2,10.9
