year,month,업종중분류명,현지인 검색비율,외지인 검색비율
2025,7,음식,60.4,49.1
2025,7,문화관광,10.1,10.3
2025,7,쇼핑,9.0,14.7
2025,7,기타관광,8.7,8.8
2025,7,레저스포츠,5.7,10.9
2025,7,숙박,3.9,4.0
2025,7,역사관광,1.3,1.4
2025,7,자연관광,0.5,0.7
2025,7,체험관광,0.3,0.3
