year,month,거리구분명,방문자수,방문자비율
2024,9,30km 미만,2153770.0,46.43
2024,9,30km 이상 70km 미만,1911774.0,41.22
2024,9,70km 이상 140km 미만 ,248266.0,5.35
2024,9,140km 이상 190km 미만,95568.0,2.06
2024,9,190km 이상 240km 미만,55797.0,1.2
2024,9,240km 이상 ,173324.0,3.74
