year,month,국가명,비율(%)
2024,6,중국,23.32
2024,6,기타,20.13
2024,6,일본,8.89
2024,6,미국,8.58
2024,6,필리핀,4.81
2024,6,홍콩,4.67
2024,6,베트남,4.53
2024,6,대만,3.91
2024,6,싱가포르,3.15
2024,6,인도네시아,2.96
2024,6,인도,2.47
2024,6,캐나다,1.85
2024,6,오스트레일리아,1.46
2024,6,독일,1.42
2024,6,태국,1.41
2024,6,영국,1.38
2024,6,말레이시아,1.35
2024,6,프랑스,1.04
2024,6,러시아,0.9
2024,6,몽골,0.87
2024,6,튀르키예,0.3
2024,6,카자흐스탄,0.28
2024,6,사우디아라비아,0.19
2024,6,멕시코,0.08
2024,6,아랍에미리트,0.05
