year,month,목적지 유형,목적지 검색량
2024,6,전체,719128
2024,6,기타관광,69715
2024,6,쇼핑,97149
2024,6,숙박,30674
2024,6,음식,367160
2024,6,자연관광,7342
2024,6,문화관광,72914
2024,6,역사관광,9550
2024,6,체험관광,2643
2024,6,레저스포츠,61981
