year,month,거리구분명,방문자수,방문자비율
2024,3,30km 미만,2249667.0,49.61
2024,3,30km 이상 70km 미만,1788187.0,39.43
2024,3,70km 이상 140km 미만 ,213988.0,4.72
2024,3,140km 이상 190km 미만,75800.0,1.67
2024,3,190km 이상 240km 미만,49121.0,1.08
2024,3,240km 이상 ,157774.0,3.48
