year,month,방문자 연령,방문자 비율(남성),방문자 비율(여성)
2024,12,70세 이상,3.1,2.9
2024,12,60~69세,9.9,6.0
2024,12,50~59세,12.5,7.9
2024,12,40~49세,11.0,6.1
2024,12,30~39세,11.3,7.2
2024,12,20~29세,11.4,6.0
2024,12,10~19세,2.1,1.7
2024,12,0~9세,0.4,0.4
