year,month,업종중분류명,현지인 검색비율,외지인 검색비율
2024,7,음식,67.8,55.8
2024,7,문화관광,7.9,8.7
2024,7,쇼핑,7.8,13.6
2024,7,기타관광,7.3,7.9
2024,7,레저스포츠,4.3,8.5
2024,7,숙박,3.1,3.4
2024,7,역사관광,0.9,1.1
2024,7,자연관광,0.6,0.7
2024,7,체험관광,0.3,0.2
