year,month,방문자 연령,방문자 비율(남성),방문자 비율(여성)
2025,4,70세 이상,3.7,3.4
2025,4,60~69세,10.8,6.6
2025,4,50~59세,13.1,8.1
2025,4,40~49세,11.1,6.0
2025,4,30~39세,11.2,7.0
2025,4,20~29세,9.5,5.2
2025,4,10~19세,2.0,1.4
2025,4,0~9세,0.5,0.5
