year,month,유형 중분류명,유형 소분류명,중분류 검색건 수(비율),소분류 검색건 수(비율)
2024,2,기타관광,교통시설,11.2,40.8
2024,2,기타관광,기타관광,11.2,59.2
2024,2,레저스포츠,기타레저스포츠,4.3,9.8
2024,2,레저스포츠,수상레저스포츠,4.3,4.6
2024,2,레저스포츠,육상레저스포츠,4.3,85.6
2024,2,문화관광,도시/지역문화관광,10.7,0.0
2024,2,문화관광,기타문화관광지,10.7,6.6
2024,2,문화관광,도시공원,10.7,29.2
2024,2,문화관광,랜드마크관광,10.7,7.1
2024,2,문화관광,복합관광시설,10.7,3.8
2024,2,문화관광,테마공원,10.7,18.2
2024,2,문화관광,레저스포츠시설,10.7,1.6
2024,2,문화관광,공연시설,10.7,21.9
2024,2,문화관광,전시시설,10.7,11.6
2024,2,쇼핑,쇼핑몰,17.4,94.3
2024,2,쇼핑,시장,17.4,4.7
2024,2,쇼핑,기타쇼핑시설,17.4,1.1
2024,2,숙박,기타숙박,3.6,0.0
2024,2,숙박,모텔,3.6,27.7
2024,2,숙박,펜션/민박,3.6,12.5
2024,2,숙박,호스텔,3.6,4.6
2024,2,숙박,호텔,3.6,31.1
2024,2,숙박,캠핑,3.6,24.1
2024,2,역사관광,역사유물,1.7,0.2
2024,2,역사관광,역사유적지,1.7,22.0
2024,2,역사관광,종교성지,1.7,77.8
2024,2,음식,간이음식,49.9,9.8
2024,2,음식,외국식,49.9,8.0
2024,2,음식,음식점기타,49.9,0.2
2024,2,음식,전문음식,49.9,16.6
2024,2,음식,한식,49.9,32.3
2024,2,음식,카페/찻집,49.9,33.0
2024,2,자연관광,자연경관(하천/해양),0.6,28.8
2024,2,자연관광,자연경관(산),0.6,39.2
2024,2,자연관광,자연공원,0.6,32.1
2024,2,체험관광,농/산/어촌체험,0.4,52.8
2024,2,체험관광,웰니스관광,0.4,41.6
2024,2,체험관광,공예체험,0.4,5.6
