year,month,거리구분명,방문자수,방문자비율
2024,2,30km 미만,2006275.0,47.06
2024,2,30km 이상 70km 미만,1704197.0,39.98
2024,2,70km 이상 140km 미만 ,233730.0,5.48
2024,2,140km 이상 190km 미만,89321.0,2.1
2024,2,190km 이상 240km 미만,53691.0,1.26
2024,2,240km 이상 ,175905.0,4.13
