year,month,목적지 유형,목적지 검색량
2024,7,전체,723284
2024,7,기타관광,55430
2024,7,쇼핑,81389
2024,7,숙박,24041
2024,7,음식,438530
2024,7,자연관광,4776
2024,7,문화관광,60504
2024,7,역사관광,7228
2024,7,체험관광,1767
2024,7,레저스포츠,49619
