year,month,방문자 연령,방문자 비율(남성),방문자 비율(여성)
2024,7,70세 이상,3.1,3.1
2024,7,60~69세,9.7,6.2
2024,7,50~59세,12.7,8.2
2024,7,40~49세,10.9,6.2
2024,7,30~39세,10.8,7.0
2024,7,20~29세,10.8,6.1
2024,7,10~19세,2.5,1.9
2024,7,0~9세,0.4,0.5
