year,month,거리구분명,방문자수,방문자비율
2024,10,30km 미만,2227356.0,48.07
2024,10,30km 이상 70km 미만,1888786.0,40.76
2024,10,70km 이상 140km 미만 ,221465.0,4.78
2024,10,140km 이상 190km 미만,85250.0,1.84
2024,10,190km 이상 240km 미만,54811.0,1.18
2024,10,240km 이상 ,155815.0,3.36
