year,month,업종중분류명,현지인 검색비율,외지인 검색비율
2025,1,음식,60.1,49.6
2025,1,쇼핑,11.9,21.4
2025,1,문화관광,9.4,9.7
2025,1,기타관광,9.1,9.1
2025,1,숙박,4.1,3.7
2025,1,레저스포츠,3.3,3.8
2025,1,역사관광,1.3,1.8
2025,1,체험관광,0.5,0.5
2025,1,자연관광,0.3,0.4
