year,month,업종중분류명,현지인 검색비율,외지인 검색비율
2025,6,음식,55.8,44.9
2025,6,문화관광,11.2,11.2
2025,6,쇼핑,10.7,16.8
2025,6,기타관광,9.9,10.4
2025,6,레저스포츠,6.1,10.2
2025,6,숙박,4.0,3.8
2025,6,역사관광,1.6,1.6
2025,6,자연관광,0.6,0.7
2025,6,체험관광,0.4,0.3
