year,month,거리구분명,방문자수,방문자비율
2025,1,30km 미만,1927471.0,46.3
2025,1,30km 이상 70km 미만,1654868.0,39.75
2025,1,70km 이상 140km 미만 ,243530.0,5.85
2025,1,140km 이상 190km 미만,97595.0,2.34
2025,1,190km 이상 240km 미만,60033.0,1.44
2025,1,240km 이상 ,179729.0,4.32
