year,month,거리구분명,방문자수,방문자비율
2024,1,30km 미만,1859120.0,48.58
2024,1,30km 이상 70km 미만,1476923.0,38.59
2024,1,70km 이상 140km 미만 ,199079.0,5.2
2024,1,140km 이상 190km 미만,81086.0,2.12
2024,1,190km 이상 240km 미만,52398.0,1.37
2024,1,240km 이상 ,158290.0,4.14
