year,month,목적지 유형,목적지 검색량
2024,9,전체,790436
2024,9,기타관광,72330
2024,9,쇼핑,115321
2024,9,숙박,28298
2024,9,음식,406807
2024,9,자연관광,6330
2024,9,문화관광,87781
2024,9,역사관광,12569
2024,9,체험관광,2113
2024,9,레저스포츠,58887
