year,month,유형 중분류명,유형 소분류명,중분류 검색건 수(비율),소분류 검색건 수(비율)
2025,7,기타관광,교통시설,8.8,46.1
2025,7,기타관광,기타관광,8.8,53.9
2025,7,레저스포츠,기타레저스포츠,8.9,3.9
2025,7,레저스포츠,수상레저스포츠,8.9,3.3
2025,7,레저스포츠,육상레저스포츠,8.9,92.8
2025,7,문화관광,기타문화관광지,10.2,3.7
2025,7,문화관광,도시/지역문화관광,10.2,0.1
2025,7,문화관광,도시공원,10.2,26.2
2025,7,문화관광,랜드마크관광,10.2,8.0
2025,7,문화관광,복합관광시설,10.2,0.0
2025,7,문화관광,테마공원,10.2,24.8
2025,7,문화관광,레저스포츠시설,10.2,1.9
2025,7,문화관광,공연시설,10.2,20.2
2025,7,문화관광,전시시설,10.2,15.1
2025,7,쇼핑,쇼핑몰,12.5,92.0
2025,7,쇼핑,시장,12.5,6.8
2025,7,쇼핑,기타쇼핑시설,12.5,1.2
2025,7,숙박,기타숙박,3.9,0.1
2025,7,숙박,모텔,3.9,27.7
2025,7,숙박,펜션/민박,3.9,16.1
2025,7,숙박,호스텔,3.9,4.2
2025,7,숙박,호텔,3.9,31.4
2025,7,숙박,캠핑,3.9,20.5
2025,7,역사관광,역사유적지,1.4,32.9
2025,7,역사관광,역사유물,1.4,2.3
2025,7,역사관광,종교성지,1.4,64.8
2025,7,음식,간이음식,53.5,7.5
2025,7,음식,외국식,53.5,7.4
2025,7,음식,음식점기타,53.5,0.1
2025,7,음식,전문음식,53.5,17.1
2025,7,음식,한식,53.5,37.5
2025,7,음식,카페/찻집,53.5,30.4
2025,7,자연관광,자연경관(산),0.6,59.7
2025,7,자연관광,자연경관(하천/해양),0.6,39.4
2025,7,자연관광,자연공원,0.6,0.9
2025,7,체험관광,농/산/어촌체험,0.3,41.4
2025,7,체험관광,웰니스관광,0.3,39.0
2025,7,체험관광,체험관광기타,0.3,9.2
2025,7,체험관광,공예체험,0.3,10.4
