year,month,국가명,비율(%)
2025,2,중국,26.81
2025,2,기타,15.9
2025,2,일본,12.07
2025,2,필리핀,7.61
2025,2,미국,7.47
2025,2,베트남,3.99
2025,2,홍콩,3.76
2025,2,대만,3.56
2025,2,인도네시아,2.82
2025,2,태국,2.71
2025,2,말레이시아,2.17
2025,2,싱가포르,1.61
2025,2,오스트레일리아,1.56
2025,2,캐나다,1.51
2025,2,몽골,1.47
2025,2,인도,1.12
2025,2,독일,1.01
2025,2,영국,0.62
2025,2,러시아,0.61
2025,2,프랑스,0.56
2025,2,멕시코,0.44
2025,2,카자흐스탄,0.34
2025,2,튀르키예,0.13
2025,2,사우디아라비아,0.09
2025,2,아랍에미리트,0.06
