year,month,목적지 유형,목적지 검색량
2025,9,전체,583804
2025,9,기타관광,56473
2025,9,쇼핑,83001
2025,9,숙박,22949
2025,9,역사관광,9690
2025,9,음식,285700
2025,9,문화관광,67686
2025,9,자연관광,2763
2025,9,체험관광,2150
2025,9,레저스포츠,53392
