year,month,국가명,비율(%)
2024,4,중국,33.91
2024,4,기타,17.97
2024,4,대만,8.65
2024,4,일본,5.37
2024,4,베트남,3.47
2024,4,필리핀,3.42
2024,4,인도네시아,2.9
2024,4,미국,2.81
2024,4,인도,2.71
2024,4,태국,2.06
2024,4,홍콩,1.96
2024,4,싱가포르,1.91
2024,4,독일,1.83
2024,4,캐나다,1.78
2024,4,프랑스,1.74
2024,4,영국,1.69
2024,4,오스트레일리아,1.57
2024,4,몽골,1.18
2024,4,말레이시아,0.92
2024,4,러시아,0.76
2024,4,튀르키예,0.6
2024,4,카자흐스탄,0.45
2024,4,사우디아라비아,0.19
2024,4,아랍에미리트,0.09
2024,4,멕시코,0.06
