year,month,방문자 연령,방문자 비율(남성),방문자 비율(여성)
2024,2,70세 이상,2.8,2.9
2024,2,60~69세,9.0,6.0
2024,2,50~59세,11.4,8.0
2024,2,40~49세,10.2,6.8
2024,2,30~39세,10.5,7.3
2024,2,20~29세,11.7,6.6
2024,2,10~19세,3.0,2.4
2024,2,0~9세,0.7,0.8
