year,month,방문자 연령,방문자 비율(남성),방문자 비율(여성)
2025,1,70세 이상,2.9,3.0
2025,1,60~69세,9.0,6.0
2025,1,50~59세,11.3,8.0
2025,1,40~49세,10.6,6.6
2025,1,30~39세,11.2,7.8
2025,1,20~29세,10.7,6.5
2025,1,10~19세,2.8,2.5
2025,1,0~9세,0.6,0.6
