year,month,업종중분류명,현지인 검색비율,외지인 검색비율
2024,3,음식,54.8,44.7
2024,3,쇼핑,11.6,19.9
2024,3,기타관광,10.9,10.7
2024,3,문화관광,10.7,10.3
2024,3,레저스포츠,5.4,8.6
2024,3,숙박,4.1,3.5
2024,3,역사관광,1.3,1.3
2024,3,자연관광,0.8,0.7
2024,3,체험관광,0.4,0.3
