year,month,거리구분명,방문자수,방문자비율
2024,7,30km 미만,1923323.0,47.23
2024,7,30km 이상 70km 미만,1606337.0,39.44
2024,7,70km 이상 140km 미만 ,216931.0,5.33
2024,7,140km 이상 190km 미만,86780.0,2.13
2024,7,190km 이상 240km 미만,61505.0,1.51
2024,7,240km 이상 ,177696.0,4.36
