year,month,업종중분류명,현지인 검색비율,외지인 검색비율
2024,2,음식,56.3,46.5
2024,2,쇼핑,11.8,20.5
2024,2,기타관광,11.3,11.2
2024,2,문화관광,10.6,10.8
2024,2,숙박,3.9,3.4
2024,2,레저스포츠,3.6,4.7
2024,2,역사관광,1.4,1.9
2024,2,자연관광,0.6,0.7
2024,2,체험관광,0.5,0.4
