year,month,업종중분류명,현지인 검색비율,외지인 검색비율
2025,9,음식,56.5,44.4
2025,9,문화관광,11.0,11.9
2025,9,쇼핑,10.2,16.6
2025,9,기타관광,9.7,9.6
2025,9,레저스포츠,6.1,11.0
2025,9,숙박,4.0,3.9
2025,9,역사관광,1.6,1.7
2025,9,자연관광,0.4,0.5
2025,9,체험관광,0.4,0.3
