year,month,유형 중분류명,유형 소분류명,중분류 검색건 수(비율),소분류 검색건 수(비율)
2024,10,기타관광,교통시설,10.0,30.6
2024,10,기타관광,기타관광,10.0,69.4
2024,10,레저스포츠,기타레저스포츠,8.1,4.7
2024,10,레저스포츠,수상레저스포츠,8.1,2.9
2024,10,레저스포츠,육상레저스포츠,8.1,92.3
2024,10,문화관광,기타문화관광지,12.9,4.8
2024,10,문화관광,도시/지역문화관광,12.9,0.1
2024,10,문화관광,도시공원,12.9,41.4
2024,10,문화관광,랜드마크관광,12.9,6.8
2024,10,문화관광,복합관광시설,12.9,0.0
2024,10,문화관광,테마공원,12.9,27.2
2024,10,문화관광,레저스포츠시설,12.9,1.3
2024,10,문화관광,공연시설,12.9,9.8
2024,10,문화관광,전시시설,12.9,8.6
2024,10,쇼핑,쇼핑몰,14.7,94.0
2024,10,쇼핑,시장,14.7,5.0
2024,10,쇼핑,기타쇼핑시설,14.7,1.0
2024,10,숙박,기타숙박,4.2,0.0
2024,10,숙박,모텔,4.2,22.2
2024,10,숙박,펜션/민박,4.2,10.4
2024,10,숙박,호스텔,4.2,2.9
2024,10,숙박,호텔,4.2,21.0
2024,10,숙박,캠핑,4.2,43.4
2024,10,역사관광,역사유물,1.6,0.6
2024,10,역사관광,역사유적지,1.6,45.6
2024,10,역사관광,종교성지,1.6,53.8
2024,10,음식,간이음식,47.8,7.2
2024,10,음식,외국식,47.8,6.8
2024,10,음식,음식점기타,47.8,0.3
2024,10,음식,전문음식,47.8,17.4
2024,10,음식,한식,47.8,41.6
2024,10,음식,카페/찻집,47.8,26.7
2024,10,자연관광,자연경관(하천/해양),0.4,46.7
2024,10,자연관광,자연경관(산),0.4,52.1
2024,10,자연관광,자연공원,0.4,1.2
2024,10,체험관광,농/산/어촌체험,0.3,72.2
2024,10,체험관광,웰니스관광,0.3,19.3
2024,10,체험관광,공예체험,0.3,8.5
