year,month,업종중분류명,현지인 검색비율,외지인 검색비율
2024,10,음식,56.2,43.4
2024,10,문화관광,12.0,13.4
2024,10,쇼핑,10.3,17.0
2024,10,기타관광,9.4,10.3
2024,10,레저스포츠,5.4,9.5
2024,10,숙박,4.3,4.1
2024,10,역사관광,1.5,1.6
2024,10,자연관광,0.4,0.5
2024,10,체험관광,0.4,0.3
