year,month,유형 중분류명,유형 소분류명,중분류 검색건 수(비율),소분류 검색건 수(비율)
2025,9,기타관광,교통시설,9.7,42.3
2025,9,기타관광,기타관광,9.7,57.7
2025,9,레저스포츠,기타레저스포츠,9.1,4.4
2025,9,레저스포츠,수상레저스포츠,9.1,2.5
2025,9,레저스포츠,육상레저스포츠,9.1,93.0
2025,9,문화관광,기타문화관광지,11.6,3.9
2025,9,문화관광,도시/지역문화관광,11.6,0.2
2025,9,문화관광,도시공원,11.6,42.2
2025,9,문화관광,랜드마크관광,11.6,7.3
2025,9,문화관광,복합관광시설,11.6,0.0
2025,9,문화관광,테마공원,11.6,19.4
2025,9,문화관광,레저스포츠시설,11.6,2.8
2025,9,문화관광,공연시설,11.6,12.7
2025,9,문화관광,전시시설,11.6,11.4
2025,9,쇼핑,쇼핑몰,14.2,92.7
2025,9,쇼핑,시장,14.2,6.2
2025,9,쇼핑,기타쇼핑시설,14.2,1.1
2025,9,숙박,기타숙박,3.9,0.1
2025,9,숙박,모텔,3.9,26.7
2025,9,숙박,펜션/민박,3.9,11.1
2025,9,숙박,호스텔,3.9,5.1
2025,9,숙박,호텔,3.9,28.2
2025,9,숙박,캠핑,3.9,28.9
2025,9,역사관광,역사유적지,1.7,34.0
2025,9,역사관광,역사유물,1.7,0.7
2025,9,역사관광,종교성지,1.7,65.3
2025,9,음식,간이음식,48.9,8.6
2025,9,음식,외국식,48.9,8.3
2025,9,음식,음식점기타,48.9,0.2
2025,9,음식,전문음식,48.9,16.6
2025,9,음식,한식,48.9,38.4
2025,9,음식,카페/찻집,48.9,28.0
2025,9,자연관광,자연경관(산),0.5,37.6
2025,9,자연관광,자연경관(하천/해양),0.5,61.9
2025,9,자연관광,자연공원,0.5,0.5
2025,9,체험관광,농/산/어촌체험,0.4,57.3
2025,9,체험관광,웰니스관광,0.4,25.1
2025,9,체험관광,체험관광기타,0.4,11.2
2025,9,체험관광,공예체험,0.4,6.4
