year,month,유형 중분류명,유형 소분류명,중분류 검색건 수(비율),소분류 검색건 수(비율)
2024,6,기타관광,교통시설,9.7,33.6
2024,6,기타관광,기타관광,9.7,66.4
2024,6,레저스포츠,기타레저스포츠,8.6,4.2
2024,6,레저스포츠,수상레저스포츠,8.6,3.2
2024,6,레저스포츠,육상레저스포츠,8.6,92.6
2024,6,문화관광,기타문화관광지,10.1,4.7
2024,6,문화관광,도시/지역문화관광,10.1,0.1
2024,6,문화관광,도시공원,10.1,38.7
2024,6,문화관광,랜드마크관광,10.1,8.3
2024,6,문화관광,복합관광시설,10.1,0.1
2024,6,문화관광,테마공원,10.1,20.5
2024,6,문화관광,레저스포츠시설,10.1,2.0
2024,6,문화관광,공연시설,10.1,17.6
2024,6,문화관광,전시시설,10.1,8.0
2024,6,쇼핑,쇼핑몰,13.5,93.5
2024,6,쇼핑,시장,13.5,5.4
2024,6,쇼핑,기타쇼핑시설,13.5,1.1
2024,6,숙박,기타숙박,4.3,0.0
2024,6,숙박,모텔,4.3,23.0
2024,6,숙박,펜션/민박,4.3,14.9
2024,6,숙박,호스텔,4.3,3.1
2024,6,숙박,호텔,4.3,22.3
2024,6,숙박,캠핑,4.3,36.8
2024,6,역사관광,역사유물,1.3,1.2
2024,6,역사관광,역사유적지,1.3,33.9
2024,6,역사관광,종교성지,1.3,64.8
2024,6,음식,간이음식,51.1,7.4
2024,6,음식,외국식,51.1,6.5
2024,6,음식,음식점기타,51.1,0.3
2024,6,음식,전문음식,51.1,16.5
2024,6,음식,한식,51.1,40.4
2024,6,음식,카페/찻집,51.1,28.9
2024,6,자연관광,자연경관(하천/해양),1.0,23.0
2024,6,자연관광,자연경관(산),1.0,33.6
2024,6,자연관광,자연공원,1.0,43.4
2024,6,체험관광,농/산/어촌체험,0.4,74.8
2024,6,체험관광,웰니스관광,0.4,19.6
2024,6,체험관광,공예체험,0.4,5.5
