year,month,목적지 유형,목적지 검색량
2025,1,전체,529824
2025,1,기타관광,48141
2025,1,쇼핑,94074
2025,1,숙박,20501
2025,1,음식,284094
2025,1,문화관광,50834
2025,1,역사관광,8656
2025,1,자연관광,1967
2025,1,체험관광,2528
2025,1,레저스포츠,19029
