year,month,업종중분류명,현지인 검색비율,외지인 검색비율
2024,11,음식,53.9,41.9
2024,11,쇼핑,11.8,18.7
2024,11,문화관광,11.1,11.6
2024,11,기타관광,10.3,11.1
2024,11,레저스포츠,5.2,9.0
2024,11,숙박,5.0,4.6
2024,11,역사관광,1.9,2.4
2024,11,자연관광,0.4,0.5
2024,11,체험관광,0.4,0.3
