year,month,유형 중분류명,유형 소분류명,중분류 검색건 수(비율),소분류 검색건 수(비율)
2025,6,기타관광,교통시설,10.2,36.3
2025,6,기타관광,기타관광,10.2,63.7
2025,6,레저스포츠,기타레저스포츠,8.7,4.6
2025,6,레저스포츠,수상레저스포츠,8.7,3.2
2025,6,레저스포츠,육상레저스포츠,8.7,92.1
2025,6,문화관광,기타문화관광지,11.2,3.1
2025,6,문화관광,도시/지역문화관광,11.2,0.1
2025,6,문화관광,도시공원,11.2,35.0
2025,6,문화관광,랜드마크관광,11.2,8.7
2025,6,문화관광,복합관광시설,11.2,0.0
2025,6,문화관광,테마공원,11.2,23.9
2025,6,문화관광,레저스포츠시설,11.2,2.0
2025,6,문화관광,공연시설,11.2,15.3
2025,6,문화관광,전시시설,11.2,12.0
2025,6,쇼핑,쇼핑몰,14.6,92.8
2025,6,쇼핑,시장,14.6,6.3
2025,6,쇼핑,기타쇼핑시설,14.6,1.0
2025,6,숙박,기타숙박,3.9,0.1
2025,6,숙박,모텔,3.9,22.6
2025,6,숙박,펜션/민박,3.9,14.2
2025,6,숙박,호스텔,3.9,3.8
2025,6,숙박,호텔,3.9,25.3
2025,6,숙박,캠핑,3.9,33.9
2025,6,역사관광,역사유적지,1.6,41.1
2025,6,역사관광,역사유물,1.6,0.9
2025,6,역사관광,종교성지,1.6,58.0
2025,6,음식,간이음식,48.8,7.6
2025,6,음식,외국식,48.8,7.4
2025,6,음식,음식점기타,48.8,0.1
2025,6,음식,전문음식,48.8,16.9
2025,6,음식,한식,48.8,38.1
2025,6,음식,카페/찻집,48.8,30.0
2025,6,자연관광,자연경관(하천/해양),0.6,57.0
2025,6,자연관광,자연경관(산),0.6,41.5
2025,6,자연관광,자연공원,0.6,1.5
2025,6,체험관광,농/산/어촌체험,0.3,66.0
2025,6,체험관광,웰니스관광,0.3,22.4
2025,6,체험관광,체험관광기타,0.3,6.0
2025,6,체험관광,공예체험,0.3,5.6
