year,month,거리구분명,방문자수,방문자비율
2025,2,30km 미만,1803105.0,51.34
2025,2,30km 이상 70km 미만,1364645.0,38.85
2025,2,70km 이상 140km 미만 ,143087.0,4.07
2025,2,140km 이상 190km 미만,57871.0,1.65
2025,2,190km 이상 240km 미만,14791.0,0.42
2025,2,240km 이상 ,128918.0,3.67
