RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,SU_TOUR_INTRST_VALUE,GG_IC_TOUR_INTRST_VALUE,BS_TOUR_INTRST_VALUE,CHN_DJ_TOUR_INTRST_VALUE,CB_TOUR_INTRST_VALUE,GN_US_TOUR_INTRST_VALUE,GB_DG_TOUR_INTRST_VALUE,JN_GJ_TOUR_INTRST_VALUE,JNBK_TOUR_INTRST_VALUE,GW_TOUR_INTRST_VALUE,JJ_TOUR_INTRST_VALUE
53341299,20240226,F,60대,서울특별시,300이상500만원 미만,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다
53324585,20240226,F,60대,서울특별시,700만원 이상,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다,예전과 비슷하다,약간 적어졌다,약간 적어졌다,예전과 비슷하다,약간 적어졌다,약간 커졌다,약간 적어졌다
53371301,20240226,F,60대,서울특별시,500이상700만원 미만,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다,예전과 비슷하다,약간 커졌다
53349881,20240226,F,60대,서울특별시,300이상500만원 미만,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다
53323931,20240226,F,60대,서울특별시,700만원 이상,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 적어졌다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다
53352389,20240226,F,60대,서울특별시,700만원 이상,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다,약간 적어졌다,예전과 비슷하다,약간 적어졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다
53352005,20240226,F,60대,대구광역시,500이상700만원 미만,예전과 비슷하다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다,약간 커졌다,약간 적어졌다
53325105,20240226,F,50대,서울특별시,500이상700만원 미만,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다
53363256,20240226,F,50대,서울특별시,700만원 이상,예전과 비슷하다,약간 커졌다,약간 적어졌다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다
53336246,20240226,F,50대,서울특별시,500이상700만원 미만,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다
53369013,20240226,F,50대,서울특별시,500이상700만원 미만,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다
53370571,20240226,F,50대,서울특별시,500이상700만원 미만,약간 적어졌다,많이 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,많이 적어졌다,예전과 비슷하다,예전과 비슷하다
53353291,20240226,F,50대,대구광역시,300이상500만원 미만,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다
53350713,20240226,F,50대,인천광역시,300이상500만원 미만,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다
53329928,20240226,F,50대,인천광역시,300이상500만원 미만,약간 적어졌다,예전과 비슷하다,약간 적어졌다,약간 커졌다,약간 커졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,예전과 비슷하다,약간 적어졌다,많이 적어졌다
53369608,20240226,F,50대,인천광역시,700만원 이상,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 적어졌다,약간 적어졌다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,많이 커졌다,약간 커졌다
53350992,20240226,F,50대,전라남도,500이상700만원 미만,예전과 비슷하다,예전과 비슷하다,약간 적어졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다
53360559,20240226,F,50대,전라남도,700만원 이상,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,많이 커졌다
53328576,20240226,F,50대,경상남도,300이상500만원 미만,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다,많이 적어졌다,약간 커졌다,예전과 비슷하다
53356363,20240226,F,50대,경상남도,700만원 이상,약간 적어졌다,예전과 비슷하다,약간 적어졌다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다,약간 적어졌다,예전과 비슷하다,약간 적어졌다,예전과 비슷하다,예전과 비슷하다
53366038,20240226,F,40대,서울특별시,700만원 이상,많이 적어졌다,예전과 비슷하다,약간 적어졌다,약간 커졌다,약간 커졌다,예전과 비슷하다,많이 적어졌다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다,예전과 비슷하다
53329398,20240226,F,40대,서울특별시,700만원 이상,예전과 비슷하다,약간 적어졌다,많이 커졌다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,많이 커졌다,많이 적어졌다,많이 적어졌다,예전과 비슷하다,예전과 비슷하다
53326223,20240226,F,40대,서울특별시,700만원 이상,예전과 비슷하다,예전과 비슷하다,많이 커졌다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다,예전과 비슷하다,약간 커졌다,약간 커졌다,많이 커졌다
53334775,20240226,F,40대,서울특별시,700만원 이상,많이 적어졌다,약간 커졌다,예전과 비슷하다,약간 커졌다,많이 적어졌다,약간 적어졌다,약간 적어졌다,많이 적어졌다,예전과 비슷하다,약간 커졌다,많이 적어졌다
53324422,20240226,F,40대,서울특별시,300이상500만원 미만,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다,예전과 비슷하다,약간 커졌다,약간 커졌다,약간 커졌다,예전과 비슷하다,약간 커졌다
53333921,20240226,F,40대,경기도,700만원 이상,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,많이 커졌다
53374768,20240226,F,40대,경기도,500이상700만원 미만,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다
53365004,20240226,F,40대,경기도,500이상700만원 미만,예전과 비슷하다,약간 커졌다,약간 커졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다
53329530,20240226,F,40대,경기도,300이상500만원 미만,약간 적어졌다,약간 커졌다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다
53359455,20240226,F,40대,경기도,500이상700만원 미만,약간 적어졌다,예전과 비슷하다,약간 커졌다,약간 적어졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다
53372652,20240226,F,40대,경기도,300이상500만원 미만,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다
53360043,20240226,F,40대,경기도,300만원 미만,예전과 비슷하다,예전과 비슷하다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,예전과 비슷하다
53327199,20240226,F,40대,경기도,500이상700만원 미만,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다
53331414,20240226,F,40대,경기도,700만원 이상,약간 적어졌다,약간 적어졌다,약간 커졌다,예전과 비슷하다,약간 커졌다,약간 커졌다,약간 커졌다,예전과 비슷하다,약간 커졌다,약간 커졌다,많이 적어졌다
53358828,20240226,F,40대,경기도,700만원 이상,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다
53345912,20240226,F,40대,경기도,300이상500만원 미만,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다
53353470,20240226,F,40대,충청북도,700만원 이상,약간 커졌다,약간 적어졌다,약간 커졌다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,약간 커졌다,많이 적어졌다
53352095,20240226,F,40대,충청북도,300이상500만원 미만,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,많이 적어졌다,많이 적어졌다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,많이 커졌다
53345179,20240226,F,30대,경기도,500이상700만원 미만,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,약간 커졌다
53367660,20240226,F,30대,경기도,300만원 미만,예전과 비슷하다,약간 적어졌다,약간 커졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,예전과 비슷하다,약간 적어졌다,약간 적어졌다,약간 커졌다,약간 커졌다
53349640,20240226,F,30대,서울특별시,700만원 이상,예전과 비슷하다,많이 적어졌다,예전과 비슷하다,많이 커졌다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다,예전과 비슷하다,예전과 비슷하다,많이 커졌다,약간 커졌다
53335887,20240226,F,30대,서울특별시,500이상700만원 미만,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다
53324444,20240226,F,30대,서울특별시,300이상500만원 미만,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 적어졌다,예전과 비슷하다,예전과 비슷하다,많이 적어졌다,예전과 비슷하다
