RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,SU_TOUR_INTRST_VALUE,GG_IC_TOUR_INTRST_VALUE,BS_TOUR_INTRST_VALUE,CHN_DJ_TOUR_INTRST_VALUE,CB_TOUR_INTRST_VALUE,GN_US_TOUR_INTRST_VALUE,GB_DG_TOUR_INTRST_VALUE,JN_GJ_TOUR_INTRST_VALUE,JNBK_TOUR_INTRST_VALUE,GW_TOUR_INTRST_VALUE,JJ_TOUR_INTRST_VALUE
53350073,20240708,F,60대,인천광역시,300이상500만원 미만,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다,많이 적어졌다
53350834,20240708,F,60대,인천광역시,700만원 이상,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다
53324937,20240708,F,60대,서울특별시,300이상500만원 미만,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다,예전과 비슷하다,약간 적어졌다
53372344,20240708,F,60대,서울특별시,500이상700만원 미만,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다
53325150,20240708,F,60대,서울특별시,700만원 이상,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다,예전과 비슷하다,약간 커졌다
53352918,20240708,F,60대,서울특별시,300이상500만원 미만,약간 커졌다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다,약간 적어졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다
53366422,20240708,F,60대,경상남도,700만원 이상,약간 커졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다
53344144,20240708,F,60대,경상남도,700만원 이상,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 적어졌다
53356189,20240708,F,60대,전라남도,300이상500만원 미만,약간 커졌다,약간 커졌다,약간 적어졌다,예전과 비슷하다,약간 커졌다,약간 적어졌다,많이 적어졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,많이 적어졌다
53353352,20240708,F,60대,전라남도,300이상500만원 미만,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,약간 적어졌다,약간 적어졌다
53374177,20240708,F,60대,전라남도,700만원 이상,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,약간 커졌다
53364713,20240708,F,50대,서울특별시,500이상700만원 미만,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다
53353184,20240708,F,40대,서울특별시,700만원 이상,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,약간 커졌다
53339341,20240708,F,40대,서울특별시,500이상700만원 미만,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다
53368658,20240708,F,40대,서울특별시,500이상700만원 미만,많이 커졌다,예전과 비슷하다,많이 커졌다,많이 커졌다,약간 커졌다,많이 커졌다,많이 커졌다,많이 커졌다,많이 커졌다,많이 커졌다,많이 커졌다
53344258,20240708,F,40대,서울특별시,700만원 이상,예전과 비슷하다,약간 적어졌다,약간 커졌다,약간 적어졌다,약간 적어졌다,약간 커졌다,약간 커졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다
53366105,20240708,F,40대,울산광역시,500이상700만원 미만,많이 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,예전과 비슷하다,약간 커졌다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다
53346248,20240708,F,40대,충청북도,300이상500만원 미만,약간 적어졌다,약간 적어졌다,예전과 비슷하다,약간 적어졌다,예전과 비슷하다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,예전과 비슷하다,예전과 비슷하다
53332389,20240708,F,30대,서울특별시,500이상700만원 미만,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다,약간 적어졌다
53352866,20240708,F,30대,서울특별시,500이상700만원 미만,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다
53330827,20240708,F,30대,경기도,300이상500만원 미만,약간 적어졌다,약간 적어졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 적어졌다,약간 적어졌다,예전과 비슷하다,약간 적어졌다,약간 커졌다,약간 적어졌다
53347498,20240708,F,30대,경기도,700만원 이상,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 적어졌다
53334463,20240708,F,30대,경기도,300이상500만원 미만,약간 커졌다,예전과 비슷하다,약간 커졌다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다
53331024,20240708,F,30대,인천광역시,700만원 이상,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다,예전과 비슷하다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,예전과 비슷하다
53372075,20240708,F,30대,인천광역시,500이상700만원 미만,예전과 비슷하다,예전과 비슷하다,예전과 비슷하다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,약간 커졌다,예전과 비슷하다
