업종중분류명,지역명,비율
음식,경상남도 창원시 마산합포구,39.1
쇼핑,경상남도 창원시 마산합포구,21.6
문화관광,경상남도 창원시 마산합포구,14.4
기타관광,경상남도 창원시 마산합포구,8.2
숙박,경상남도 창원시 마산합포구,7.6
자연관광,경상남도 창원시 마산합포구,6.5
역사관광,경상남도 창원시 마산합포구,1.8
레저스포츠,경상남도 창원시 마산합포구,0.5
체험관광,경상남도 창원시 마산합포구,0.4
