성/연령,지역명,비율
50대 남성,경상북도 구미시,12.5
20대 남성,경상북도 구미시,11.3
40대 남성,경상북도 구미시,10.1
30대 남성,경상북도 구미시,10.0
50대 여성,경상북도 구미시,9.9
20대 여성,경상북도 구미시,8.9
40대 여성,경상북도 구미시,8.5
30대 여성,경상북도 구미시,6.7
60대 남성,경상북도 구미시,6.2
60대 여성,경상북도 구미시,4.2
10대 남성,경상북도 구미시,3.6
10대 여성,경상북도 구미시,3.5
70대 이상 여성,경상북도 구미시,1.6
70대 이상 남성,경상북도 구미시,1.6
10대 미만 여성,경상북도 구미시,0.7
10대 미만 남성,경상북도 구미시,0.6
