업종중분류명,지역명,비율
쇼핑,대구광역시 동구,29.4
기타관광,대구광역시 동구,26.1
음식,대구광역시 동구,25.3
문화관광,대구광역시 동구,7.4
숙박,대구광역시 동구,6.4
역사관광,대구광역시 동구,3.3
레저스포츠,대구광역시 동구,0.8
체험관광,대구광역시 동구,0.7
자연관광,대구광역시 동구,0.6
