지표 코드,지표명,지표 순위값,지역명
1,방문자유입,18,남양주시
2,숙박방문자 비율,19,남양주시
3,체류시간,111,남양주시
4,목적지 검색량,8,남양주시
5,관광소비,16,남양주시
1,방문자유입,45,파주시
2,숙박방문자 비율,50,파주시
3,체류시간,149,파주시
4,목적지 검색량,4,파주시
5,관광소비,21,파주시
1,방문자유입,76,경주시
2,숙박방문자 비율,15,경주시
3,체류시간,98,경주시
4,목적지 검색량,13,경주시
5,관광소비,67,경주시
