업종중분류명,지역명,비율
음식,경기도 파주시,35.6
쇼핑,경기도 파주시,21.6
기타관광,경기도 파주시,18.3
문화관광,경기도 파주시,11.3
레저스포츠,경기도 파주시,5.7
숙박,경기도 파주시,4.1
역사관광,경기도 파주시,1.9
자연관광,경기도 파주시,1.1
체험관광,경기도 파주시,0.3
