기준연월,목적지 유형,목적지 검색량
202109,전체,693585
202109,숙박,25432
202109,음식,257236
202109,기타관광,115714
202109,쇼핑,119655
202109,자연관광,10207
202109,문화관광,93043
202109,역사관광,12163
202109,체험관광,2111
202109,레저스포츠,58024
