거리구분명,방문자수,방문자비율
30km 미만,1728202.0,42.08
30km 이상 70km 미만,1965758.0,47.87
70km 이상 140km 미만 ,187086.0,4.56
140km 이상 190km 미만,66234.0,1.61
190km 이상 240km 미만,32350.0,0.79
240km 이상 ,126892.0,3.09
