순위,분류,관련 키워드,언급건수
1,기타가족,가족,3298
2,회사동료,직원,1839
3,친구,친구,1631
4,자녀,학생,1181
5,친구,지인,981
6,기타가족,가정,946
7,부모님,부모,821
8,기타가족,엄마,804
9,싱글,혼자,764
10,자녀,자녀,751
11,친구,친구들,683
12,회사동료,대리,613
13,배우자,남편,560
14,자녀,청소년,533
15,부모님,부모님,528
16,부모님,아빠,393
17,자녀,아들,391
18,회사동료,직원들,373
19,기타가족,동생,368
20,연인,연인,302
21,연인,커플,294
22,기타가족,오빠,274
23,회사동료,동료,262
24,싱글,홀로,257
25,부모님,어머니,251
26,기타가족,언니,249
27,배우자,아내,233
28,부모님,아버지,218
29,회사동료,임원,216
30,자녀,애들,211
31,배우자,신랑,204
32,기타가족,동서,196
33,싱글,혼자서,188
34,연인,남자친구,185
35,학생,초등학생,174
36,기타가족,이모,173
37,학생,고등학생,172
37,부모님,할머니,172
39,기타가족,형제,154
40,자녀,딸,152
41,배우자,부인,147
42,배우자,배우자,144
43,회사동료,부장,131
44,싱글,싱글,123
45,기타가족,형,120
46,자녀,미성년자,116
47,친구,프렌,107
48,기타가족,식구,105
49,기타가족,장인,101
49,학생,대학생,101
51,기타가족,효자,100
52,싱글,나홀로,97
53,회사동료,차장,93
54,배우자,신부,92
55,부모님,할아버지,87
56,자녀,자식,83
57,기타가족,조카,81
57,연인,여자친구,81
59,배우자,와이프,80
60,기타가족,친척,79
60,기타가족,패밀리,79
62,기타가족,온가족,77
62,배우자,남편이랑,77
62,자녀,장남,77
65,학생,중학생,73
65,기타가족,막내,73
67,부모님,친정엄마,72
68,기타가족,자매,70
69,기타가족,손자,68
69,싱글,나혼자,68
71,부모님,어머님,67
72,연인,남친,64
72,회사동료,직장동료,64
74,부모님,엄마아빠,54
75,기타가족,누나,48
76,기타가족,사위,46
76,기타가족,장모,46
76,기타가족,차남,46
79,부모님,아비,45
80,기타가족,사촌,43
81,기타가족,친지,42
82,학생,고3,41
83,기타가족,며느리,40
84,부모님,아버님,39
85,연인,애인,38
86,기타가족,여동생,35
86,자녀,아드님,35
86,부모님,엄빠,35
86,회사동료,사원,35
90,학생,고딩,34
90,친구,동창,34
90,학생,고삼,34
93,자녀,워킹맘,33
93,친구,칭구,33
95,기타가족,시댁,32
96,기타가족,형님,31
97,친구,절친,30
98,학생,초딩,29
98,자녀,따님,29
98,연인,남친이,29
98,부모님,시어머니,29
102,부모님,시부,28
102,자녀,우리아이,28
102,기타가족,손녀,28
105,기타가족,고모,25
106,자녀,딸램,24
107,기타가족,남동생,22
107,자녀,딸아이,22
109,학생,중1,21
109,기타가족,이모님,21
109,학생,고2,21
112,기타가족,남매,20
112,부모님,시부모,20
114,부모님,장모님,17
114,배우자,남편님,17
116,학생,중2,16
116,기타가족,형부,16
116,부모님,조부모,16
116,부모님,시모,16
116,자녀,장녀,16
121,배우자,집사람,15
121,자녀,외동,15
121,부모님,모녀,15
121,연인,여친,15
121,기타가족,손주,15
121,학생,중3,15
121,배우자,남펴니,15
121,기타가족,태아,15
129,부모님,시아버지,14
129,기타가족,숙부,14
131,기타가족,가족모두,13
131,기타가족,사촌동생,13
131,부모님,할매,13
134,기타가족,막둥이,12
134,부모님,시부모님,12
134,학생,재수생,12
134,부모님,외할머니,12
138,기타가족,사돈,11
138,자녀,딸내미,11
138,자녀,우리아이들,11
138,배우자,마눌,11
138,연인,남치니,11
138,자녀,맏아들,11
138,자녀,딸래미,11
145,기타가족,삼촌,10
145,부모님,아부지,10
145,자녀,직장맘,10
145,배우자,서방,10
145,자녀,초보맘,10
150,친구,베프,9
150,학생,중딩,9
150,자녀,우리애,9
150,자녀,외동아들,9
150,자녀,우리딸,9
150,자녀,우리아들,9
150,자녀,큰아들,9
150,배우자,저희남편,9
158,친구,룸메,8
158,부모님,할머님,8
158,자녀,아들래미,8
158,기타가족,외삼촌,8
158,부모님,어무니,8
158,부모님,시어머님,8
164,배우자,와이프님,7
164,기타가족,효녀,7
164,기타가족,혈육,7
164,기타가족,육촌,7
164,부모님,증조부,7
164,배우자,주말부부,7
164,배우자,마님,7
164,자녀,울애,7
164,학생,초4,7
164,자녀,울아들,7
164,부모님,엄니,7
164,자녀,큰딸,7
176,자녀,둘째아들,6
176,연인,예랑,6
176,자녀,차녀,6
176,자녀,울애기,6
176,자녀,아들딸,6
176,회사동료,여직원,6
182,배우자,남푠,5
182,부모님,외할아버지,5
182,부모님,친정어머니,5
182,회사동료,회사동료,5
182,배우자,예랑이,5
182,부모님,할아버님,5
182,부모님,울엄마,5
182,싱글,나홀로족,5
182,자녀,울딸,5
182,부모님,시아버님,5
182,연인,예비신랑,5
182,연인,예비신부,5
182,자녀,아들램,5
182,부모님,어무이,5
196,기타가족,외손녀,4
196,기타가족,시누,4
196,싱글,독신,4
196,배우자,마눌님,4
196,배우자,예신,4
