지역코드,지역명,평균 체류시간,평균 숙박일수
41111,수원시 장안구,1078.0,2.93
41113,수원시 권선구,1234.0,2.85
41115,수원시 팔달구,822.0,2.75
41117,수원시 영통구,1060.0,2.93
41131,성남시 수정구,1100.0,2.91
41133,성남시 중원구,1312.0,2.78
41135,성남시 분당구,1041.0,3.04
41150,의정부시,1595.0,2.9
41171,안양시 만안구,1156.0,2.83
41173,안양시 동안구,1205.0,2.94
41190,부천시,1540.0,2.97
41210,광명시,874.0,2.88
41220,평택시,2599.0,3.04
41250,동두천시,1610.0,2.86
41271,안산시 상록구,2016.0,2.98
41273,안산시 단원구,1250.0,2.75
41281,고양시 덕양구,1102.0,2.94
41285,고양시 일산동구,994.0,2.97
41287,고양시 일산서구,1000.0,2.91
41290,과천시,1028.0,3.17
41310,구리시,753.0,2.83
41360,남양주시,1545.0,2.89
41370,오산시,1640.0,2.98
41390,시흥시,1380.0,2.88
41410,군포시,1429.0,2.98
41430,의왕시,778.0,2.87
41450,하남시,951.0,2.96
41461,용인시 처인구,1355.0,2.81
41463,용인시 기흥구,1255.0,3.0
41465,용인시 수지구,1458.0,3.01
41480,파주시,1436.0,2.87
41500,이천시,1807.0,3.08
41550,안성시,1190.0,2.88
41570,김포시,1495.0,2.95
41590,화성시,1659.0,2.87
41610,광주시,1705.0,2.93
41630,양주시,1317.0,2.82
41650,포천시,1412.0,2.6
41670,여주시,1898.0,2.96
41800,연천군,1545.0,2.64
41820,가평군,1232.0,2.26
41830,양평군,1093.0,2.47
