업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
레저스포츠,109,86,26.7,19651,16765,17.2
문화관광,4602,3094,48.7,19651,16765,17.2
쇼핑,1591,2278,-30.2,19651,16765,17.2
숙박,1097,771,42.3,19651,16765,17.2
역사관광,2,5,-60.0,19651,16765,17.2
음식,12164,10448,16.4,19651,16765,17.2
자연관광,48,50,-4.0,19651,16765,17.2
체험관광,38,33,15.2,19651,16765,17.2
