업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,3434,4058,-15.4,34985,36687,-4.6
레저스포츠,2361,2398,-1.5,34985,36687,-4.6
문화관광,4748,3855,23.2,34985,36687,-4.6
쇼핑,329,6076,-94.6,34985,36687,-4.6
숙박,1314,999,31.5,34985,36687,-4.6
역사관광,500,548,-8.8,34985,36687,-4.6
음식,21585,17967,20.1,34985,36687,-4.6
자연관광,526,588,-10.5,34985,36687,-4.6
체험관광,188,198,-5.1,34985,36687,-4.6
