year,month,유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
2025,7,음식,간이음식,70.2,5.9
2025,7,음식,외국식,70.2,9.1
2025,7,음식,음식점기타,70.2,0.2
2025,7,음식,전문음식,70.2,17.6
2025,7,음식,카페/찻집,70.2,26.3
2025,7,음식,한식,70.2,40.9
2025,7,문화관광,레저스포츠시설,10.0,3.5
2025,7,문화관광,테마공원,10.0,13.2
2025,7,문화관광,전시시설,10.0,9.0
2025,7,문화관광,복합관광시설,10.0,3.2
2025,7,문화관광,랜드마크관광,10.0,2.6
2025,7,문화관광,도시공원,10.0,25.7
2025,7,문화관광,도시/지역문화관광,10.0,0.0
2025,7,문화관광,기타문화관광지,10.0,3.8
2025,7,문화관광,공연시설,10.0,38.9
2025,7,기타관광,교통시설,7.3,22.8
2025,7,기타관광,기타관광,7.3,77.2
2025,7,레저스포츠,육상레저스포츠,6.8,81.5
2025,7,레저스포츠,수상레저스포츠,6.8,3.9
2025,7,레저스포츠,기타레저스포츠,6.8,14.6
2025,7,숙박,모텔,2.7,29.1
2025,7,숙박,호텔,2.7,50.9
2025,7,숙박,호스텔,2.7,0.3
2025,7,숙박,캠핑,2.7,19.2
2025,7,숙박,기타숙박,2.7,0.5
2025,7,역사관광,역사유물,1.3,1.4
2025,7,역사관광,역사유적지,1.3,16.1
2025,7,역사관광,종교성지,1.3,82.5
2025,7,쇼핑,시장,1.1,56.8
2025,7,쇼핑,쇼핑몰,1.1,8.4
2025,7,쇼핑,기타쇼핑시설,1.1,34.8
2025,7,자연관광,자연경관(산),0.4,77.6
2025,7,자연관광,자연경관(하천/해양),0.4,17.6
2025,7,자연관광,자연공원,0.4,4.7
2025,7,체험관광,농/산/어촌체험,0.2,78.6
2025,7,체험관광,웰니스관광,0.2,21.4
