year,month,업종중분류명,업체명,방문자수,순위
2024,11,음식,옐로커피,23.0,1
2024,11,음식,일산칼국수/본점,21.0,2
2024,11,음식,포레스트아웃팅스/일산본점,14.0,3
2024,11,음식,옥할머니집,13.0,4
2024,11,음식,설문가,12.0,5
2024,11,음식,부페파크/일산점,11.0,6
2024,11,음식,쿠우쿠우/일산호수공원점,11.0,7
2024,11,음식,긴자/일산점 [일식],11.0,8
2024,11,음식,설문커피,10.0,9
2024,11,음식,목우촌웰빙마을/풍동애니골점,10.0,10
2024,11,쇼핑,코스트코홀세일/일산점,126.0,1
2024,11,쇼핑,뉴코아아울렛/일산점,57.0,2
2024,11,쇼핑,이마트/풍산점,50.0,3
2024,11,쇼핑,롯데백화점/일산점,44.0,4
2024,11,쇼핑,라페스타,42.0,5
2024,11,쇼핑,벨라시타,28.0,6
2024,11,쇼핑,이마트/일산점,13.0,7
2024,11,쇼핑,홈플러스/일산점,11.0,8
2024,11,쇼핑,홈플러스/고양터미널점,9.0,9
2024,11,쇼핑,롯데아울렛/고양터미널점,8.0,10
2024,11,문화관광,일산호수공원,52.0,1
2024,11,문화관광,CGV/일산,8.0,2
2024,11,문화관광,고양아람누리,8.0,3
2024,11,문화관광,고양꽃전시관,8.0,4
2024,11,문화관광,CGV/고양백석,6.0,5
2024,11,문화관광,중산체육공원,5.0,6
2024,11,문화관광,지영체육공원,4.0,7
2024,11,문화관광,롯데시네마/라페스타,3.0,8
2024,11,문화관광,고양장항야구장,3.0,9
2024,11,문화관광,AOA풋살스타디움,2.0,10
