year,month,업종중분류명,업체명,방문자수,순위
2024,5,음식,포레스트아웃팅스/일산본점,30.0,1
2024,5,음식,일산칼국수/본점,30.0,2
2024,5,음식,설문커피,20.0,3
2024,5,음식,가나안덕/일산본점,20.0,4
2024,5,음식,여자만숯불장어구이,15.0,5
2024,5,음식,맥도날드/중산DT점,15.0,6
2024,5,음식,명가원설농탕,14.0,7
2024,5,음식,포폴로피자,14.0,8
2024,5,음식,등촌샤브칼국수/일산본점,13.0,9
2024,5,음식,미덕원/일산점,13.0,10
2024,5,쇼핑,코스트코홀세일/일산점,177.0,1
2024,5,쇼핑,이마트/풍산점,71.0,2
2024,5,쇼핑,뉴코아아울렛/일산점,65.0,3
2024,5,쇼핑,라페스타,59.0,4
2024,5,쇼핑,벨라시타,59.0,5
2024,5,쇼핑,롯데백화점/일산점,40.0,6
2024,5,쇼핑,홈플러스/일산점,23.0,7
2024,5,쇼핑,홈플러스/고양터미널점,22.0,8
2024,5,쇼핑,이마트/일산점,15.0,9
2024,5,쇼핑,롯데아울렛/고양터미널점,12.0,10
2024,5,문화관광,일산호수공원,131.0,1
2024,5,문화관광,CGV/일산,20.0,2
2024,5,문화관광,고양아람누리,11.0,3
2024,5,문화관광,롯데시네마/라페스타,11.0,4
2024,5,문화관광,CGV/고양백석,9.0,5
2024,5,문화관광,고양국제꽃박람회,8.0,6
2024,5,문화관광,중산체육공원,8.0,7
2024,5,문화관광,고양꽃전시관,6.0,8
2024,5,문화관광,AOA풋살스타디움,5.0,9
2024,5,문화관광,어울놀이패밀리카페/식사점,4.0,10
