year,month,업종중분류명,업체명,방문자수,순위
2025,3,음식,명장텐,79.0,1
2025,3,음식,카페몬타나,55.0,2
2025,3,음식,맥도날드/고양덕이DT점,39.0,3
2025,3,음식,평양손만두,33.0,4
2025,3,음식,덕이동주막,29.0,5
2025,3,음식,스타벅스/일산가구단지점,17.0,6
2025,3,음식,아쿠아가든/일산점,16.0,7
2025,3,음식,스타벅스/일산덕이DT점,16.0,8
2025,3,음식,투썸플레이스/일산덕이점,15.0,9
2025,3,음식,명가원설농탕/덕이점,12.0,10
2025,3,쇼핑,하나로마트/고양점,148.0,1
2025,3,쇼핑,트레이더스 홀세일 클럽/킨텍스점,147.0,2
2025,3,쇼핑,현대백화점/킨텍스점,95.0,3
2025,3,쇼핑,일산시장,82.0,4
2025,3,쇼핑,그랜드백화점/일산점,24.0,5
2025,3,쇼핑,원마운트,20.0,6
2025,3,쇼핑,롯데마트/주엽점,12.0,7
2025,3,쇼핑,홈플러스/킨텍스점,10.0,8
2025,3,쇼핑,레이크쇼핑타운,9.0,9
2025,3,쇼핑,더타운몰/킨텍스점,8.0,10
2025,3,문화관광,킨텍스/제1전시장,43.0,1
2025,3,문화관광,킨텍스/제2전시장,40.0,2
2025,3,문화관광,아쿠아플라넷/일산,16.0,3
2025,3,문화관광,현대모터스튜디오/고양,10.0,4
2025,3,문화관광,싸커스토리축구센터/운정점,5.0,5
2025,3,문화관광,원마운트워터파크,3.0,6
2025,3,문화관광,메가박스/킨텍스,3.0,7
2025,3,문화관광,잭슨나인스/일산점,3.0,8
2025,3,문화관광,키노숲,2.0,9
2025,3,문화관광,대화레포츠공원축구장,2.0,10
