year,month,유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
2024,11,음식,간이음식,64.3,7.8
2024,11,음식,외국식,64.3,9.9
2024,11,음식,음식점기타,64.3,0.3
2024,11,음식,전문음식,64.3,19.2
2024,11,음식,카페/찻집,64.3,24.3
2024,11,음식,한식,64.3,38.5
2024,11,문화관광,복합관광시설,12.9,5.2
2024,11,문화관광,테마공원,12.9,14.4
2024,11,문화관광,전시시설,12.9,6.1
2024,11,문화관광,레저스포츠시설,12.9,3.1
2024,11,문화관광,랜드마크관광,12.9,3.4
2024,11,문화관광,도시공원,12.9,35.7
2024,11,문화관광,기타문화관광지,12.9,6.7
2024,11,문화관광,공연시설,12.9,25.4
2024,11,기타관광,기타관광,9.1,100.0
2024,11,레저스포츠,육상레저스포츠,5.9,81.5
2024,11,레저스포츠,수상레저스포츠,5.9,3.7
2024,11,레저스포츠,기타레저스포츠,5.9,14.8
2024,11,숙박,캠핑,3.1,39.9
2024,11,숙박,호텔,3.1,32.5
2024,11,숙박,펜션/민박,3.1,0.1
2024,11,숙박,모텔,3.1,27.4
2024,11,역사관광,역사유물,2.5,0.2
2024,11,역사관광,역사유적지,2.5,43.3
2024,11,역사관광,종교성지,2.5,56.5
2024,11,쇼핑,시장,1.4,57.9
2024,11,쇼핑,쇼핑몰,1.4,18.1
2024,11,쇼핑,기타쇼핑시설,1.4,23.9
2024,11,자연관광,자연경관(산),0.5,82.8
2024,11,자연관광,자연경관(하천/해양),0.5,16.4
2024,11,자연관광,자연공원,0.5,0.9
2024,11,체험관광,농/산/어촌체험,0.3,79.7
2024,11,체험관광,웰니스관광,0.3,20.3
