year,month,업종중분류명,검색건수,총검색건수
2024,9,기타관광,0,17085
2024,9,레저스포츠,938,17085
2024,9,문화관광,1055,17085
2024,9,쇼핑,313,17085
2024,9,숙박,304,17085
2024,9,역사관광,449,17085
2024,9,음식,13928,17085
2024,9,자연관광,27,17085
2024,9,체험관광,71,17085
