year,month,업종중분류명,검색건수,총검색건수
2024,10,기타관광,3378,22135
2024,10,레저스포츠,3048,22135
2024,10,문화관광,3468,22135
2024,10,쇼핑,219,22135
2024,10,숙박,843,22135
2024,10,역사관광,758,22135
2024,10,음식,9891,22135
2024,10,자연관광,432,22135
2024,10,체험관광,98,22135
