year,month,업종중분류명,검색건수,총검색건수
2024,7,기타관광,1564,28014
2024,7,레저스포츠,1546,28014
2024,7,문화관광,2500,28014
2024,7,쇼핑,256,28014
2024,7,숙박,756,28014
2024,7,역사관광,267,28014
2024,7,음식,20911,28014
2024,7,자연관광,155,28014
2024,7,체험관광,59,28014
