year,month,유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
2024,6,음식,한식,78.4,45.9
2024,6,음식,간이음식,78.4,5.1
2024,6,음식,외국식,78.4,11.9
2024,6,음식,음식점기타,78.4,0.7
2024,6,음식,전문음식,78.4,23.2
2024,6,음식,카페/찻집,78.4,13.1
2024,6,문화관광,공연시설,11.8,27.5
2024,6,문화관광,기타문화관광지,11.8,0.6
2024,6,문화관광,도시공원,11.8,61.6
2024,6,문화관광,레저스포츠시설,11.8,7.4
2024,6,문화관광,복합관광시설,11.8,0.3
2024,6,문화관광,전시시설,11.8,1.4
2024,6,문화관광,테마공원,11.8,1.2
2024,6,숙박,모텔,3.8,17.1
2024,6,숙박,캠핑,3.8,0.6
2024,6,숙박,콘도미니엄,3.8,6.5
2024,6,숙박,호스텔,3.8,6.5
2024,6,숙박,호텔,3.8,69.3
2024,6,레저스포츠,기타레저스포츠,3.5,53.6
2024,6,레저스포츠,육상레저스포츠,3.5,25.1
2024,6,레저스포츠,수상레저스포츠,3.5,21.3
2024,6,쇼핑,쇼핑몰,1.3,68.9
2024,6,쇼핑,기타쇼핑시설,1.3,31.1
2024,6,기타관광,기타관광,0.8,100.0
2024,6,역사관광,종교성지,0.3,89.7
2024,6,역사관광,역사유적지,0.3,10.3
2024,6,체험관광,농/산/어촌체험,0.2,100.0
2024,6,자연관광,자연경관(산),0.0,100.0
